,train_size,train_score,test_score,train_times,test_times
0,0.1,0.847457627118644,0.8438054366005326,283.94091796875,1937.358154296875
1,0.2,0.8481222997673646,0.846951468397472,1187.578857421875,3319.453125
2,0.30000000000000004,0.847900742217791,0.8483250559957035,2508.215087890625,4220.7470703125
3,0.4,0.848703888334995,0.8492555977039121,4605.1201171875,4953.2841796875
4,0.5,0.849606735349507,0.8496544116008865,7058.947998046875,4991.077880859375
5,0.6,0.8502640227465751,0.8504962920033673,10270.785888671875,4861.496337890625
6,0.7000000000000001,0.8499738878602289,0.8511387956443194,13534.322998046875,4273.178955078125
7,0.8,0.8507256009748532,0.8511387897541812,17856.405029296875,3112.89990234375
8,0.9,0.8507194465984762,0.8514711216609377,23022.76708984375,1697.968994140625
